pond,date,sampling_time,total_coliform,temp_celsius(air),ORP_mV,turbidity_FAU,e_coli_MPN_100_mL,enterococci,temp_celsius(water),conductivity_mu_S,pH
1,5/22/2013,9:42 AM,9600.0,24.7,1,21,21.6,1986.3,27.3,246.0,8.81
1,5/24/2013,9:43 AM,29090.0,28.4,41,22,17.5,2419.6,27.6,204.0,8.08
1,5/26/2013,9:39 AM,3730.0,26.7,72,17,3.1,1119.9,26.6,205.0,8.32
1,5/29/2013,9:45 AM,488.4,25.6,94,14,2.0,71.4,26.9,204.0,9.08
1,10/9/2013,9:00 AM,2620.0,22.9,82,14,4.1,63.8,26.9,158.0,7.82
1,10/16/2013,9:10 AM,1732.9,22.8,93,5,4.1,71.2,26.0,85.0,7.86
1,10/23/2013,9:00 AM,4110.0,24.1,117,9,9.6,154.1,27.7,228.0,7.69
1,10/30/2013,8:50 AM,34410.0,21.5,74,1,4.1,65.2,23.4,298.0,8.46
1,11/6/2013,9:00 AM,2920.0,24.6,26,7,1.0,17.2,23.3,330.0,8.73
1,11/13/2013,9:00 AM,2419.6,17.7,37,18,1.0,12.1,21.4,320.0,9.08
1,11/20/2013,9:15 AM,1986.3,24.0,77,8,1.0,10.9,22.7,260.0,8.58
1,11/27/2013,9:10 AM,2560.0,20.2,11,9,72.3,161.6,21.3,254.0,8.65
1,12/3/2013,9:30 AM,3740.0,22.0,39,8,1.0,13.4,19.7,271.0,8.72
1,12/11/2013,9:30 AM,1732.9,19.8,73,9,1.0,28.5,22.1,170.0,8.7
1,12/18/2013,9:15 AM,1553.1,13.0,87,9,2.0,15.2,18.0,124.0,8.68
1,12/23/2013,9:15 AM,325.5,24.1,53,8,2.0,27.5,21.5,179.0,9.05
1,12/30/2013,9:00 AM,5880.0,17.0,84,18,9.7,307.6,18.8,113.0,8.84
1,1/7/2014,8:50 AM,2880.0,2.8,147,13,135.4,161.6,18.5,19.5,7.35
1,1/8/2014,9:00 AM,1732.9,7.5,129,10,42.6,59.2,16.7,175.0,7.38
1,1/15/2014,9:20 AM,2419.6,12.5,95,10,3.1,488.4,17.5,154.0,7.46
1,1/22/2014,9:20 AM,2419.6,7.0,131,5,1.0,35.0,13.7,168.0,7.34
1,1/23/2014,9:55 AM,410.6,9.5,132,4,2.0,4.1,14.1,130.0,7.03
1,1/24/2014,9:20 AM,1046.2,8.6,154,6,1.0,1.0,12.0,130.0,7.18
1,1/29/2014,9:00 AM,2419.6,13.6,119,9,3.1,110.6,16.5,155.0,7.35
